table_number;table_name;material_group;material_code;material_label;level_1;level_2;level_3;level_4;description;description_main;abr_code;period_begin_code;period_begin_label;period_begin_group;period_end_code;period_end_label;period_end_group;date_range_text;indent_spaces
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;Speelgoed;;;;dobbelsteen;dobbelsteen;DOBBELST;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;4
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;Speelgoed;;;;dobbelsteen:hol;dobbelsteen:hol;DOBBELSH;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;4
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;Speelgoed;;;;dobbelsteen:massief;dobbelsteen:massief;DOBBELSM;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;4
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;Speelgoed;;;;speelschijf/speelsteen;speelschijf/speelsteen;SPEELSCH;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTB;Nieuwe tijd B: 1650 - 1850 nC;Nieuwe tijd: 1500 - heden;;4
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;;;;;Spinklos/spinschijf/spinsteen;Spinklos/spinschijf/spinsteen;SPINKLOS;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;ROML;Romeinse tijd laat: 270 - 450 nC;Romeinse tijd: 12 vC - 450 nC;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;;;;;Spinrokken/spinstok;Spinrokken/spinstok;SPINROK;ROM;Romeinse tijd: 12 vC - 450 nC;Romeinse tijd: 12 vC - 450 nC;ROM;Romeinse tijd: 12 vC - 450 nC;Romeinse tijd: 12 vC - 450 nC;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;;;;;Stilus/schrijfstift;Stilus/schrijfstift;STILUS;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;;;;;Vingerring;Vingerring;VINGRING;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;ROML;Romeinse tijd laat: 270 - 450 nC;Romeinse tijd: 12 vC - 450 nC;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;;;;;Visgerei/jachtgerei;Visgerei/jachtgerei;VISGEREI;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;;;;;Vishaak;Vishaak;VISHAAK;MESO;Mesolithicum: 8800 - 4900 vC;Mesolithicum: 8800 - 4900 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;;;;;Visstaaf;Visstaaf;VISSTAAF;PALEOL;Paleolithicum laat: 35000 C14 - 8800 vC;Paleolithicum: tot 8800 vC;ROM;Romeinse tijd: 12 vC - 450 nC;Romeinse tijd: 12 vC - 450 nC;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;;;;;Wapen (onderdeel);Wapen (onderdeel);WAPEN;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;;;;;Weefkaart;Weefkaart;WEEFKRT;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;;;;;Weefkam;Weefkam;WEEFKAM;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;;;;;Weefzwaard;Weefzwaard;WEEFZWRD;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;LMEA;Middeleeuwen laat A: 1050 - 1250 nC;Middeleeuwen: 450 - 1500 nC;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;;;;;Werktuig/gereedschap (onderdeel);Werktuig/gereedschap (onderdeel);WERKTUIG;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;;;;;Wolkam/kaardekam;Wolkam/kaardekam;WOLKAM;NEOM;Neolithicum midden: 4200 - 2850 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;;;;;Zwaard (onderdeel);Zwaard (onderdeel);ZWAARD;BRONS;Bronstijd: 2000 - 800 vC;Bronstijd: 2000 - 800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;Zwaard (onderdeel);;;;stootplaat/pareerstang;stootplaat/pareerstang;STOOTPLT;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;Zwaard (onderdeel);;;;zwaardgreep/zwaardgevest;zwaardgreep/zwaardgevest;ZWRDGRP;BRONS;Bronstijd: 2000 - 800 vC;Bronstijd: 2000 - 800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;Zwaard (onderdeel);;;;zwaardknop/pommel;zwaardknop/pommel;ZWRDKNOP;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODG;Gewei;Zwaard (onderdeel);;;;zwaardriemhouder;zwaardriemhouder;ZWRDRIEM;ROMM;Romeinse tijd midden: 70 - 270 nC;Romeinse tijd: 12 vC - 450 nC;VMEB;Middeleeuwen vroeg B: 525 - 725 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Organisch;ODH;Hoorn;;;;;Afval;Afval;AFVAL;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODH;Hoorn;;;;;Doos;Doos;DOOS;ROM;Romeinse tijd: 12 vC - 450 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODH;Hoorn;;;;;Halffabrikaat;Halffabrikaat;HALFFABR;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODH;Hoorn;;;;;Kam;Kam;KAM;NEO;Neolithicum: 5300 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODH;Hoorn;Kam;;;;drielagen:tweezijdig getand;drielagen:tweezijdig getand;DRIELG2;ROMLB;Romeinse tijd laat B: 350 - 450 nC;Romeinse tijd: 12 vC - 450 nC;LMEA;Middeleeuwen laat A: 1050 - 1250 nC;Middeleeuwen: 450 - 1500 nC;;4
8;VONDSTEN / GRONDSPOREN;Organisch;ODH;Hoorn;;;;;Lepel;Lepel;LEPEL;NEO;Neolithicum: 5300 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODH;Hoorn;;;;;Mes (onderdeel);Mes (onderdeel);MES;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODH;Hoorn;;;;;Sieraad;Sieraad;SIERAAD;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODH;Hoorn;;;;;Speelgoed;Speelgoed;SPEELGD;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODH;Hoorn;;;;;Vaatwerk;Vaatwerk;VAATWERK;NEO;Neolithicum: 5300 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODH;Hoorn;;;;;Weefkaart;Weefkaart;WEEFKRT;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODH;Hoorn;;;;;Weefkam;Weefkam;WEEFKAM;ROM;Romeinse tijd: 12 vC - 450 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODH;Hoorn;;;;;Werktuig/gereedschap (onderdeel);Werktuig/gereedschap (onderdeel);WERKTUIG;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;ODH;Hoorn;;;;;Zwaard (onderdeel);Zwaard (onderdeel);ZWAARD;BRONS;Bronstijd: 2000 - 800 vC;Bronstijd: 2000 - 800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Afval;Afval;AFVAL;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Amulet/talisman;Amulet/talisman;AMULET;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Bak/nap;Bak/nap;BAK;MESO;Mesolithicum: 8800 - 4900 vC;Mesolithicum: 8800 - 4900 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Balg/blaasbalg;Balg/blaasbalg;BALG;BRONS;Bronstijd: 2000 - 800 vC;Bronstijd: 2000 - 800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Balk;Balk;BALK;NEO;Neolithicum: 5300 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Beeld/vrijstaande sculptuur;Beeld/vrijstaande sculptuur;BEELD;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Beschoeiing;Beschoeiing;BESCHOEI;NEO;Neolithicum: 5300 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Boog (onderdeel);Boog (onderdeel);BOOG;PALEOL;Paleolithicum laat: 35000 C14 - 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Bord/schotel;Bord/schotel;BORD;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTB;Nieuwe tijd B: 1650 - 1850 nC;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Bouwmateriaal;Bouwmateriaal;BOUWMAT;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Constructie;Constructie;CONSTRUC;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Deksel;Deksel;DEKSEL;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Deuvel;Deuvel;DEUVEL;NEO;Neolithicum: 5300 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Dolk (onderdeel);Dolk (onderdeel);DOLK;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Doodkist;Doodkist;DOODKIST;NEO;Neolithicum: 5300 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;Doodkist;;;;boomkist/dodenboom;boomkist/dodenboom;BOOMKIST;NEO;Neolithicum: 5300 - 2000 vC;Neolithicum: 5300 - 2000 vC;LMEA;Middeleeuwen laat A: 1050 - 1250 nC;Middeleeuwen: 450 - 1500 nC;;5
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Doos;Doos;DOOS;MESO;Mesolithicum: 8800 - 4900 vC;Mesolithicum: 8800 - 4900 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Duiker;Duiker;DUIKER;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Eg;Eg;EG;IJZ;IJzertijd: 800 - 12 vC;IJzertijd: 800 - 12 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Emmer;Emmer;EMMER;BRONS;Bronstijd: 2000 - 800 vC;Bronstijd: 2000 - 800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Garenklos;Garenklos;GARENKLS;ROM;Romeinse tijd: 12 vC - 450 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Gebouw;Gebouw;GEBOUW;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Goot/waterafvoer;Goot/waterafvoer;GOOT;ROM;Romeinse tijd: 12 vC - 450 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Graf (onderdeel);Graf (onderdeel);GRAF;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Grendel;Grendel;GRENDEL;IJZ;IJzertijd: 800 - 12 vC;IJzertijd: 800 - 12 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Halffabrikaat;Halffabrikaat;HALFFABR;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Hamer;Hamer;HAMER;MESO;Mesolithicum: 8800 - 4900 vC;Mesolithicum: 8800 - 4900 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Hanger;Hanger;HANGER;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Hark;Hark;HARK;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Houtskool;Houtskool;HOUTSKL;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Juk (onderdeel);Juk (onderdeel);JUK;NEOMB;Neolithicum midden B: 3400 - 2850 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Kam;Kam;KAM;NEO;Neolithicum: 5300 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Katrol;Katrol;KATROL;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Kist;Kist;KIST;NEO;Neolithicum: 5300 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Knoop;Knoop;KNOOP;NEO;Neolithicum: 5300 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Koker;Koker;KOKER;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Kom/schaal;Kom/schaal;KOM;MESO;Mesolithicum: 8800 - 4900 vC;Mesolithicum: 8800 - 4900 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Kraal;Kraal;KRAAL;PALEOL;Paleolithicum laat: 35000 C14 - 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Kwast/penseel;Kwast/penseel;KWAST;ROM;Romeinse tijd: 12 vC - 450 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Lans/speer (onderdeel);Lans/speer (onderdeel);LANS;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Lepel;Lepel;LEPEL;NEO;Neolithicum: 5300 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Mand;Mand;MAND;MESO;Mesolithicum: 8800 - 4900 vC;Mesolithicum: 8800 - 4900 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Mes (onderdeel);Mes (onderdeel);MES;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Meubel/meubilair (onderdeel);Meubel/meubilair (onderdeel);MEUBEL;BRONS;Bronstijd: 2000 - 800 vC;Bronstijd: 2000 - 800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;Meubel/meubilair (onderdeel);;;;kruk;kruk;KRUK;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;Meubel/meubilair (onderdeel);;;;stoel;stoel;STOEL;BRONS;Bronstijd: 2000 - 800 vC;Bronstijd: 2000 - 800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;Meubel/meubilair (onderdeel);;;;tafel;tafel;TAFEL;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Muziekinstrument;Muziekinstrument;MUZIEK;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;Muziekinstrument;;;;blaasinstrument (onderdeel);blaasinstrument (onderdeel);BLAASINS;ROMV;Romeinse tijd vroeg: 12 - 70 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;Muziekinstrument;;;;fluit;fluit;FLUIT;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;5
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Naaldenkoker;Naaldenkoker;NAALDKOK;ROM;Romeinse tijd: 12 vC - 450 nC;Romeinse tijd: 12 vC - 450 nC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Netdrijver;Netdrijver;NETDRIJV;MESO;Mesolithicum: 8800 - 4900 vC;Mesolithicum: 8800 - 4900 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Paal;Paal;PAAL;PALEO;Paleolithicum: tot 8800 vC;Paleolithicum: tot 8800 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Organisch;OPH;Hout/houtskool;;;;;Palissade;Palissade;PALISSAD;NEOVA;Neolithicum vroeg A: 5300 - 4900 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
