table_number;table_name;material_group;material_code;material_label;level_1;level_2;level_3;level_4;description;description_main;abr_code;period_begin_code;period_begin_label;period_begin_group;period_end_code;period_end_label;period_end_group;date_range_text;indent_spaces
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Michelsberg-beker;Michelsberg-beker;MKBEKER;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Michelsberg-beker;;;;buidelbeker;buidelbeker;BUIDELB;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Michelsberg-beker;;;;conisch profiel;conisch profiel;CONISCH;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Michelsberg-beker;;;;flesvormig;flesvormig;FLESVRM;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Michelsberg-fles;Michelsberg-fles;MKFLES;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Michelsberg-fles;;;;"""Oesenkranzflasche""";"""Oesenkranzflasche""";OSENKRNZ;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Michelsberg-fles;;;;"""Oesenleistenflasche""";"""Oesenleistenflasche""";OSENLEIS;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Michelsberg-fles;;;;schouderoren;schouderoren;SCHOUDOR;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Michelsberg-kom;Michelsberg-kom;MKKOM;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Michelsberg-kom;;;;bekkenvormig;bekkenvormig;BEKKENVG;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Michelsberg-kom;;;;knikwandschaal;knikwandschaal;KNIKWAND;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Michelsberg-kruik/kan;Michelsberg-kruik/kan;MKKRUIK;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Michelsberg-schaal;Michelsberg-schaal;MKSCHAAL;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Michelsberg-tulpbeker;Michelsberg-tulpbeker;MKTULPB;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Michelsberg-voorraadpot;Michelsberg-voorraadpot;MKVRPOT;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Michelsberg-voorraadpot;;;;conisch profiel;conisch profiel;CONISCH;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Michelsberg-voorraadpot;;;;flesvormig;flesvormig;FLESVRM;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;NEOMA;Neolithicum midden A: 4200 - 3400 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Misbaksel;Misbaksel;MISBAKSL;NEOVA;Neolithicum vroeg A: 5300 - 4900 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Netverzwaarder/netzinker;Netverzwaarder/netzinker;NETVERZW;NEO;Neolithicum: 5300 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Onbekend;Onbekend;XXX;NEO;Neolithicum: 5300 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Potbeker;Potbeker;POTBEKER;NEOLB;Neolithicum laat B: 2450 - 2000 vC;Neolithicum: 5300 - 2000 vC;BRONSV;Bronstijd vroeg: 2000 - 1800 vC;Bronstijd: 2000 - 800 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Potbeker;;;;gordelpotbeker;gordelpotbeker;GORDELPB;BRONSV;Bronstijd vroeg: 2000 - 1800 vC;Bronstijd: 2000 - 800 vC;BRONSV;Bronstijd vroeg: 2000 - 1800 vC;Bronstijd: 2000 - 800 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Potbeker;;;;halspotbeker;halspotbeker;HALSPOT;NEOLB;Neolithicum laat B: 2450 - 2000 vC;Neolithicum: 5300 - 2000 vC;NEOLB;Neolithicum laat B: 2450 - 2000 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Potbeker;;;;trompetpotbeker;trompetpotbeker;TROMPET;NEOLB;Neolithicum laat B: 2450 - 2000 vC;Neolithicum: 5300 - 2000 vC;BRONSV;Bronstijd vroeg: 2000 - 1800 vC;Bronstijd: 2000 - 800 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Potbeker;;;;type Bentheim;type Bentheim;BENTHEIM;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;BRONSV;Bronstijd vroeg: 2000 - 1800 vC;Bronstijd: 2000 - 800 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Pot/kookpot/voorraadpot;Pot/kookpot/voorraadpot;POT;NEOVA;Neolithicum vroeg A: 5300 - 4900 vC;Neolithicum: 5300 - 2000 vC;ROML;Romeinse tijd laat: 270 - 450 nC;Romeinse tijd: 12 vC - 450 nC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Roessen-aardewerk;Roessen-aardewerk;ROS;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Roessen-fles;Roessen-fles;ROSFLES;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Roessen-kogelbeker;Roessen-kogelbeker;ROSKOGLB;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Roessen-kogelbeker;;;;type Neckar/Unterneckar;type Neckar/Unterneckar;NECKAR;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Roessen-kogelbeker;;;;type Planig-Friedberg;type Planig-Friedberg;PLANIG;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Roessen-kogelpot;Roessen-kogelpot;ROSKOGLP;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Roessen-kom;Roessen-kom;ROSKOM;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Roessen-schaal;Roessen-schaal;ROSSCHL;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Roessen-schotel;Roessen-schotel;ROSSCHO;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Roessen-wan;Roessen-wan;ROSWAN;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Roessen-zeef;Roessen-zeef;ROSZEEF;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;NEOVB;Neolithicum vroeg B: 4900 - 4200 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Rooster/treeft;Rooster/treeft;ROOSTER;BRONSL;Bronstijd laat: 1100 - 800 vC;Bronstijd: 2000 - 800 vC;ROM;Romeinse tijd: 12 vC - 450 nC;Romeinse tijd: 12 vC - 450 nC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Ruinen-Wommels aardewerk;Ruinen-Wommels aardewerk;RW;IJZV;IJzertijd vroeg: 800 - 500 vC;IJzertijd: 800 - 12 vC;IJZL;IJzertijd laat: 250 - 12 vC;IJzertijd: 800 - 12 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Ruinen-Wommels aardewerk;;;;geometrisch versierd;geometrisch versierd;GEOMETR;IJZ;IJzertijd: 800 - 12 vC;IJzertijd: 800 - 12 vC;IJZ;IJzertijd: 800 - 12 vC;IJzertijd: 800 - 12 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Ruinen-Wommels:1-ledig, lage vorm;Ruinen-Wommels:1-ledig, lage vorm;RWPROF1L;IJZV;IJzertijd vroeg: 800 - 500 vC;IJzertijd: 800 - 12 vC;IJZL;IJzertijd laat: 250 - 12 vC;IJzertijd: 800 - 12 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Ruinen-Wommels:2-ledig, hoge vorm;Ruinen-Wommels:2-ledig, hoge vorm;RWPROF2H;IJZV;IJzertijd vroeg: 800 - 500 vC;IJzertijd: 800 - 12 vC;IJZM;IJzertijd midden: 500 - 250 vC;IJzertijd: 800 - 12 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Ruinen-Wommels:2-ledig, hoge vorm;;;;versiering op rand/binnenkant rand;versiering op rand/binnenkant rand;VRSOPRND;IJZV;IJzertijd vroeg: 800 - 500 vC;IJzertijd: 800 - 12 vC;IJZM;IJzertijd midden: 500 - 250 vC;IJzertijd: 800 - 12 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Ruinen-Wommels:3-ledig, hoge vorm;Ruinen-Wommels:3-ledig, hoge vorm;RWPROF3H;IJZV;IJzertijd vroeg: 800 - 500 vC;IJzertijd: 800 - 12 vC;IJZL;IJzertijd laat: 250 - 12 vC;IJzertijd: 800 - 12 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Ruinen-Wommels:3-ledig, hoge vorm;;;;Ruinen-Wommels I:geometrisch versierd;Ruinen-Wommels I:geometrisch versierd;RWIGEO;IJZV;IJzertijd vroeg: 800 - 500 vC;IJzertijd: 800 - 12 vC;IJZM;IJzertijd midden: 500 - 250 vC;IJzertijd: 800 - 12 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Ruinen-Wommels:3-ledig, hoge vorm;;;;Ruinen-Wommels I:pot;Ruinen-Wommels I:pot;RWI;IJZV;IJzertijd vroeg: 800 - 500 vC;IJzertijd: 800 - 12 vC;IJZM;IJzertijd midden: 500 - 250 vC;IJzertijd: 800 - 12 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Ruinen-Wommels:3-ledig, hoge vorm;;;;Ruinen-Wommels II:geometrisch versierd;Ruinen-Wommels II:geometrisch versierd;RWIIGEO;IJZM;IJzertijd midden: 500 - 250 vC;IJzertijd: 800 - 12 vC;IJZM;IJzertijd midden: 500 - 250 vC;IJzertijd: 800 - 12 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Ruinen-Wommels:3-ledig, hoge vorm;;;;Ruinen-Wommels II:pot;Ruinen-Wommels II:pot;RWII;IJZM;IJzertijd midden: 500 - 250 vC;IJzertijd: 800 - 12 vC;IJZM;IJzertijd midden: 500 - 250 vC;IJzertijd: 800 - 12 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Ruinen-Wommels:3-ledig, hoge vorm;;;;Ruinen-Wommels III:cannelure-pot;Ruinen-Wommels III:cannelure-pot;RWIIICAN;IJZL;IJzertijd laat: 250 - 12 vC;IJzertijd: 800 - 12 vC;IJZL;IJzertijd laat: 250 - 12 vC;IJzertijd: 800 - 12 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Ruinen-Wommels:3-ledig, hoge vorm;;;;Ruinen-Wommels III:geometrisch versierd;Ruinen-Wommels III:geometrisch versierd;RWIIIGEO;IJZM;IJzertijd midden: 500 - 250 vC;IJzertijd: 800 - 12 vC;IJZL;IJzertijd laat: 250 - 12 vC;IJzertijd: 800 - 12 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Ruinen-Wommels:3-ledig, hoge vorm;;;;Ruinen-Wommels III:pot;Ruinen-Wommels III:pot;RWIII;IJZM;IJzertijd midden: 500 - 250 vC;IJzertijd: 800 - 12 vC;IJZL;IJzertijd laat: 250 - 12 vC;IJzertijd: 800 - 12 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Ruinen-Wommels:3-ledig, hoge vorm;;;;versiering op rand/binnenkant rand;versiering op rand/binnenkant rand;VRSOPRND;IJZV;IJzertijd vroeg: 800 - 500 vC;IJzertijd: 800 - 12 vC;IJZM;IJzertijd midden: 500 - 250 vC;IJzertijd: 800 - 12 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Schijf;Schijf;SCHIJF;NEO;Neolithicum: 5300 - 2000 vC;Neolithicum: 5300 - 2000 vC;IJZL;IJzertijd laat: 250 - 12 vC;IJzertijd: 800 - 12 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Schijf;;;;doorboord;doorboord;DOORBRD;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;ROM;Romeinse tijd: 12 vC - 450 nC;Romeinse tijd: 12 vC - 450 nC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Slingerkogel;Slingerkogel;SLINGERK;IJZM;IJzertijd midden: 500 - 250 vC;IJzertijd: 800 - 12 vC;ROML;Romeinse tijd laat: 270 - 450 nC;Romeinse tijd: 12 vC - 450 nC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Slingerkogel;;;;kogel:klein (eivormig/amandelvormig);kogel:klein (eivormig/amandelvormig);KOGELKL;IJZM;IJzertijd midden: 500 - 250 vC;IJzertijd: 800 - 12 vC;ROML;Romeinse tijd laat: 270 - 450 nC;Romeinse tijd: 12 vC - 450 nC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Smeltkroes;Smeltkroes;SMELTKRS;BRONS;Bronstijd: 2000 - 800 vC;Bronstijd: 2000 - 800 vC;NTB;Nieuwe tijd B: 1650 - 1850 nC;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Speelgoed;Speelgoed;SPEELGD;NEO;Neolithicum: 5300 - 2000 vC;Neolithicum: 5300 - 2000 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Speelgoed;;;;masker;masker;MASKER;IJZV;IJzertijd vroeg: 800 - 500 vC;IJzertijd: 800 - 12 vC;NTC;Nieuwe tijd C: 1850 - heden;Nieuwe tijd: 1500 - heden;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Speelgoed;;;;rammelaar;rammelaar;RAMMELR;IJZ;IJzertijd: 800 - 12 vC;IJzertijd: 800 - 12 vC;NTB;Nieuwe tijd B: 1650 - 1850 nC;Nieuwe tijd: 1500 - heden;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Spinklos/spinschijf/spinsteen;Spinklos/spinschijf/spinsteen;SPINKLOS;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NTA;Nieuwe tijd A: 1500 - 1650 nC;Nieuwe tijd: 1500 - heden;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Standvoetbeker;Standvoetbeker;SVBBEKER;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Standvoetbeker;;;;1a-beker;1a-beker;1A-BEKER;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Standvoetbeker;;;;1b-beker;1b-beker;1B-BEKER;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Standvoetbeker;;;;1c-beker;1c-beker;1C-BEKER;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Standvoetbeker;;;;1d-beker;1d-beker;1D-BEKER;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Standvoetbeker;;;;1e-beker;1e-beker;1E-BEKER;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Standvoetbeker;;;;antenneversiering;antenneversiering;ANTENNE;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Standvoetbeker;;;;denneboommotief;denneboommotief;DENNEBMM;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Standvoetbeker;;;;kruisarceringversiering;kruisarceringversiering;KRUISARC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Standvoetbeker;;;;zigzag-beker;zigzag-beker;ZZ-BEKER;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Standvoetbeker-aardewerk;Standvoetbeker-aardewerk;SVB;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Standvoetbeker-aardewerk;;;;"bezemstreek/""Besenstrich""";"bezemstreek/""Besenstrich""";BEZEMSTR;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Standvoetbeker-aardewerk;;;;denneboommotief;denneboommotief;DENNEBMM;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Standvoetbeker-aardewerk;;;;halve visgraatversiering;halve visgraatversiering;HALFVISG;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Standvoetbeker-aardewerk;;;;kruisarceringversiering;kruisarceringversiering;KRUISARC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Standvoetbeker-aardewerk;;;;touwversiering;touwversiering;TOUWVRS;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Standvoetbeker-aardewerk;;;;visgraatversiering;visgraatversiering;VISGRAAT;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Standvoetbeker-aardewerk;;;;zigzagversiering;zigzagversiering;ZIGZAG;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Stein-kraaghalsfles;Stein-kraaghalsfles;STEINKRG;NEOMB;Neolithicum midden B: 3400 - 2850 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;;;;;Stein-/S.O.M.-aardewerk;Stein-/S.O.M.-aardewerk;STEIN;NEOMB;Neolithicum midden B: 3400 - 2850 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;0
8;VONDSTEN / GRONDSPOREN;Keramiek;KER;Keramiek;Stein-/S.O.M.-aardewerk;;;;knobbel direct onder de rand;knobbel direct onder de rand;KNOBBELR;NEOMB;Neolithicum midden B: 3400 - 2850 vC;Neolithicum: 5300 - 2000 vC;NEOLA;Neolithicum laat A: 2850 - 2450 vC;Neolithicum: 5300 - 2000 vC;;4
