Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19
2743654;Zuid-Spierdijk;Zuid-Spierdijk;;5263667;49375;P;PPL;NL;;7;1598;;;0;;-2;Europe/Amsterdam;03/06/2007
2743655;Zuid-Spaarndammerpolder;Zuid-Spaarndammerpolder;;5243333;47;T;PLDR;NL;;7;;;;0;;0;Europe/Amsterdam;08/01/1994
2743656;Zuidsloe;Zuidsloe;;5146667;37;L;LCTY;NL;;10;718;;;0;;3;Europe/Amsterdam;16/08/2017
2743657;Zuidschermer;Zuidschermer;Zejdskhermer,Zuidschermer,zaydskhrmr,Зейдсхермер,زایدسخرمر;52585;477917;P;PPL;NL;;7;361;;;625;;-2;Europe/Amsterdam;17/10/2017
2743658;Zuid-Scharwoude;Zuid-Scharwoude;;5268667;480833;P;PPL;NL;;7;1980;;;6165;;2;Europe/Amsterdam;30/09/2022
2743659;Zuidschans;Zuidschans;;5141667;413333;L;LCTY;NL;;10;703;;;0;;0;Europe/Amsterdam;16/08/2017
2743660;Zuid-Schalkwijk;Zuid-Schalkwijk;;5234583;464167;P;PPLX;NL;;7;392;;;0;;1;Europe/Amsterdam;30/01/2010
2743661;Polder de Zuidpunt;Polder de Zuidpunt;;5175283;464831;T;PLDR;NL;;11;;;;0;;-3;Europe/Amsterdam;19/04/2011
2743662;Zuidpolder te Veld;Zuidpolder te Veld;;5223895;528333;T;PLDR;NL;;9;;;;0;;-1;Europe/Amsterdam;19/04/2011
2743663;Zuidpolder te Veen;Zuidpolder te Veen;;5224038;524861;T;PLDR;NL;;9;;;;0;;3;Europe/Amsterdam;19/04/2011
2743664;Zuidpolder onder Ossendrecht;Zuidpolder onder Ossendrecht;;5138817;430381;T;PLDR;NL;;6;;;;0;;-1;Europe/Amsterdam;19/04/2011
2743665;Zuidpolder;Zuidpolder;;5319528;62848;T;PLDR;NL;;4;;;;0;;-3;Europe/Amsterdam;19/04/2011
2743666;Zuidpolder;Zuidpolder;;5131667;385;T;PLDR;NL;;10;;;;0;;1;Europe/Amsterdam;08/01/1994
2743667;Zuidplaspolder;Zuidplaspolder;Zuidplaspolder;5199995;46194;T;PLDR;NL;;11;;;;0;;-7;Europe/Amsterdam;01/02/2012
2743668;Zuid-Oudeland;Zuid-Oudeland;;5173333;453333;L;LCTY;NL;;11;1963;;;0;;-4;Europe/Amsterdam;20/01/2019
2743669;Zuidoostrak;Zuidoostrak;;5312264;524297;H;CHNM;NL;;2;;;;0;;-9999;Europe/Amsterdam;19/04/2011
2743670;Zuidoost Lauwers;Zuidoost Lauwers;;5345153;649806;H;CHNM;NL;;4;;;;0;;-9999;Europe/Amsterdam;19/04/2011
2743671;Zuidoosterpolder;Zuidoosterpolder;;5326639;562056;T;PLDR;NL;;2;;;;0;;-2;Europe/Amsterdam;19/04/2011
2743672;Zuidoosterpolder;Zuidoosterpolder;;532072;566691;T;PLDR;NL;;2;;;;0;;-2;Europe/Amsterdam;19/04/2011
2743673;Zuidoostbeemster;Zuidoostbeemster;;5251667;494583;P;PPL;NL;;7;439;;;0;;-2;Europe/Amsterdam;30/09/2022
2743674;Polder Zuidoord;Polder Zuidoord;;518003;425218;T;PLDR;NL;;11;;;;0;;-1;Europe/Amsterdam;19/04/2011
2743675;Zuidmeerweel;Zuidmeerweel;;5271676;521911;L;LCTY;NL;;7;532;;;0;;-2;Europe/Amsterdam;16/08/2017
2743676;Zuid Meep;Zuid Meep;;5331504;531426;H;CHNM;NL;;2;;;;0;;-9999;Europe/Amsterdam;19/04/2011
2743677;Zuid-Maartensgat;Zuid-Maartensgat;;5173521;465786;H;STMD;NL;;0;;;;0;;1;Europe/Amsterdam;10/12/2009
2743678;Zuidloo;Zuidloo;;522325;630694;P;PPL;NL;;15;150;;;260;;11;Europe/Amsterdam;24/03/2017
2743680;Zuidlaren;Zuidlaren;Sudlaren,Súdlaren,Zaountlaren,Zuidlaren,ze yi de la lun,Ζαουντλάρεν,泽伊德拉伦;5309417;668194;P;PPL;NL;;1;1730;;;3905;;12;Europe/Amsterdam;17/10/2017
2743681;Zuidlanden;Zuidlanden;;5307113;660682;L;LCTY;NL;;1;1730;;;0;;7;Europe/Amsterdam;16/08/2017
2743683;Zuidland;Zuidland;;518225;425972;P;PPL;NL;;11;1930;;;0;;1;Europe/Amsterdam;17/10/2017
2743684;Zuidlaarderveen;Zuidlaarderveen;Zejdlarderven,Zuidlaarderveen,zwtladrfyn,Зейдлардервен,زوتلادرفین;5310333;674861;P;PPL;NL;;1;1730;;;265;;2;Europe/Amsterdam;17/10/2017
2743685;Zuidlaardermeer;Zuidlaardermeer;;5312793;669754;H;LK;NL;;0;;;;0;;-2;Europe/Amsterdam;10/09/2009
2743686;Zuidkreek;Zuidkreek;;5175137;418176;H;STM;NL;;11;;;;0;;-2;Europe/Amsterdam;10/01/2011
2743687;Zuid-Kraaijertpolder;Zuid-Kraaijertpolder;;5145;371667;T;PLDR;NL;;10;;;;0;;3;Europe/Amsterdam;08/01/1994
2743688;Polder Zuidkant;Polder Zuidkant;Polder Zuidkant;5309281;693988;T;PLDR;NL;;4;;;;0;;-2;Europe/Amsterdam;09/04/2021
2743689;Zuidkaap;Zuidkaap;Kaap,Zuidkaap;5345;606667;S;BCN;NL;;2;;;;0;;-9999;Europe/Amsterdam;17/01/2012
2743690;Zuidhoven;Zuidhoven;;5179631;467122;P;PPLX;NL;;11;505;;;970;;1;Europe/Amsterdam;24/03/2017
2743691;Zuidhorner Zuidertocht;Zuidhorner Zuidertocht;;5323173;641893;H;CNL;NL;;4;;;;0;;-1;Europe/Amsterdam;12/12/2010
2743692;Zuidhornerzuiderpolder;Zuidhornerzuiderpolder;;5323291;640619;T;PLDR;NL;;4;;;;0;;-3;Europe/Amsterdam;19/04/2011
2743693;Gemeente Zuidhorn;Gemeente Zuidhorn;Gemeente Zuidhorn,Zuidhorn;5327719;637144;A;ADM2H;NL;;4;56;;;18917;;-2;Europe/Amsterdam;19/01/2019
2743694;Zuidhorn;Zuidhorn;Sudhorn,Súdhorn,Zeidhornas,Zjojdkhorn,Zuidhorn,zawdhwrn,Зёйдхорн,زاودهورن;5324667;640278;P;PPL;NL;;4;1969;;;7075;;4;Europe/Amsterdam;20/01/2019
2743695;Zuidhorn;Zuidhorn;;5293333;623333;P;PPLL;NL;;2;85;;;0;;5;Europe/Amsterdam;02/05/2008
2743696;Zuidhollandse Biesbosch;Zuidhollandse Biesbosch;;5176667;471667;L;PRK;NL;;11;505;;;0;;-2;Europe/Amsterdam;16/08/2017
2743697;Zuid Hollandsch Diep;Zuid Hollandsch Diep;;5170757;460293;H;CHNM;NL;;0;;;;0;;-9999;Europe/Amsterdam;10/12/2009
2743698;Provincie Zuid-Holland;Provincie Zuid-Holland;Cənubi Hollandiya,Del-Holland,Dienvidholande,Dél-Holland,Etelae-Hollanti,Etelä-Hollanti,Gueney Hollanda,Güney Hollanda,Haravayin Holandia,Harawayin Holanta,Hego Holanda,Holanda Meridional,Holanda del Sud,Holanda do Sul,Holanda-Miejornala,Holanda-Miéjornâla,Holandia Poludniowa,Holandia Południowa,Holenda Basur,Holenda Başûr,Holland Kelod,Holland Kidul,Holland Selatan,Holland Sude,Holland ar Su,Hollanda Veroci,Hollanda del Sud,Hollanda e Jugut,Hollande-Meridionale,Hollande-Méridionale,Hollandia Australis,Jizni Holandsko,Jižní Holandsko,Juzhna Kholandija,Juzhnaja Gollandija,Juzna Holandija,Juzny Holland,Južna Holandija,Južný Holland,Khussar Gollandi,Koofurta Holland,Lam Holland Seng,Louna-Holland,Lulli-Hollanda,Lulli-Hollánda,Lâm Holland Séng,Lõuna-Holland,Maada-Holland,Maadâ-Holland,NL33,Notia Ollandia,Olanda Meridionala,Olanda Meridionale,Olanda de Sud,Olanda dl Sud,Ollainn Theas,Ołanda Meridionałe,Paudnjovaja Galandyja,Pietu Olandija,Pietų Olandija,Pivdenna Gollandija,Provenz Suedholland,Province d' Holande Nonnrece,Provincie Zuid-Holland,Provënz Südholland,Prowins Sueuedholun,Prowins Süüdholun,Saujj-Hollantt,Sooth Holland,South Holland,Sud-Holando,Sud-Hollan,Sudholland,Sudur-Holland,Suedholland,Suid-Holland,Suudhollound,Suður-Holland,Sydholland,Súd-Hollân,Südholland,Ulanda Meridiunale,Ulanda Miridiunali,Yn Ollan Yiass,Zuid-Holland,Zuid-Holland pruwinsya,Zuud-'Olland,Zuud-Hollaand,Zuud-Holland,da7ina haland,daksina halyanda,daksina holainda,drwm hwlnd,hlnd jnwby,hwlnda aljnwbyh,jawiteuhollanteuju,jha'uda-holanda,jnwb hwlnda,jnwby hlnd,nan he lan,nan he lan sheng,nanhoranto zhou,sa'utha holenda,samkhreti holandia,saut halend,terku halantu,zh,Νότια Ολλανδία,Јужна Холандија,Көньяк Һолландия,Паўднёвая Галандыя,Південна Голландія,Хуссар Голланди,Южна Холандия,Южная Голландия,Ҳоланди Ҷанубӣ,Өмнө Холланд,Հարավային Հոլանդիա,Հարաւային Հոլանտա,דרום הולנד,باشووری ھۆڵەند,تھلواں ہالینڈ,جنوب هولندا,جنوبی هلند,جنوبی ہولانت,سویلي هالنډ,هلند جنوبی,هولندا الجنوبيه,झाउड-हॉलंड,दक्षिण हल्यान्ड,दक्षिण हॉलैंड,দক্ষিণ হল্যান্ড,સાઉથ હોલેન્ડ,தெற்கு ஹாலந்து,ద7ిణ హాలండ్,ಸೌತ್ ಹಾಲೆಂಡ್,දකුණු ඕලන්දය,จังหวัดเซาท์ฮอลแลนด์,სამხრეთი ჰოლანდია,南ホラント州,南荷兰省,南荷蘭,南荷蘭省,자위트홀란트주;52;466667;A;ADM1;NL;;11;;;;3804906;;-7;Europe/Amsterdam;31/01/2025
2743699;Zuidhoekstervaart;Zuidhoekstervaart;;5326018;567521;H;CNL;NL;;2;;;;0;;-2;Europe/Amsterdam;13/08/2009
2743700;Zuidhoeksterpolder;Zuidhoeksterpolder;;5309182;557062;T;PLDR;NL;;2;;;;0;;1;Europe/Amsterdam;19/04/2011
2743701;Polder Zuidhoek Sint Annaparochie;Polder Zuidhoek Sint Annaparochie;;5326857;566729;T;PLDR;NL;;2;;;;0;;-1;Europe/Amsterdam;19/04/2011
2743702;Zuidhoek;Zuidhoek;;5213333;476667;P;PPL;NL;;11;569;;;0;;-2;Europe/Amsterdam;02/05/2008
2743703;Zuidhoek;Zuidhoek;;5180685;418525;L;LCTY;NL;;11;1930;;;0;;-2;Europe/Amsterdam;16/08/2017
2743704;Zuidhoek;Zuidhoek;;5163333;391667;L;LCTY;NL;;10;1676;;;0;;-1;Europe/Amsterdam;16/08/2017
2743705;Zuidhoek;Zuidhoek;;5154418;406715;L;LCTY;NL;;10;716;;;0;;-1;Europe/Amsterdam;16/08/2017
2743706;Zuidhoek;Zuidhoek;;5151786;4193;L;LCTY;NL;;10;716;;;0;;-3;Europe/Amsterdam;16/08/2017
2743707;Zuid Hijkerzand;Zuid Hijkerzand;;5289974;645674;V;HTH;NL;;1;;;;0;;15;Europe/Amsterdam;19/04/2011
2743708;Zuidhaffel;Zuidhaffel;Zuidhappel;5303768;480515;P;PPLX;NL;;7;448;;;0;;5;Europe/Amsterdam;30/07/2023
2743709;Zuidhaarsveen;Zuidhaarsveen;;5279785;647577;L;LCTY;NL;;1;1731;;;0;;11;Europe/Amsterdam;16/08/2017
2743710;Zuidgors;Zuidgors;;5138876;383657;L;LCTY;NL;;10;654;;;0;;0;Europe/Amsterdam;16/08/2017
2743711;Zuid-Ginkel;Zuid-Ginkel;;5203333;575;L;PRK;NL;;3;228;;;0;;28;Europe/Amsterdam;16/08/2017
2743712;Zuidgeestsche Heide;Zuidgeestsche Heide;;5146667;431667;V;HTH;NL;;6;;;;0;;15;Europe/Amsterdam;08/01/1994
2743713;Zuidgeest;Zuidgeest;;5146583;430833;P;PPL;NL;;6;748;;;0;;12;Europe/Amsterdam;03/06/2007
2743714;Zuidewijn;Zuidewijn;Zijdwinde,Zuidewijn;517;501667;S;CSTL;NL;;6;867;;;0;;0;Europe/Amsterdam;17/01/2012
2743715;Zuid Everingen;Zuid Everingen;;5135462;383538;H;CHNM;NL;;10;;;;0;;-9999;Europe/Amsterdam;19/04/2011
2743716;Zuides;Zuides;Zuides,Zuidesch;5305024;673129;L;LCTY;NL;;1;1680;;;0;;11;Europe/Amsterdam;16/08/2017
2743717;Zuider Zwin;Zuider Zwin;;5297434;501403;H;CHNM;NL;;7;;;;0;;-9999;Europe/Amsterdam;19/04/2011
2743718;Zuiderwoude;Zuiderwoude;;5243167;503611;P;PPL;NL;;7;852;;;320;;0;Europe/Amsterdam;17/10/2017
2743719;Zuiderveld;Zuiderveld;;5286667;686667;L;LCTY;NL;;1;1681;;;0;;27;Europe/Amsterdam;16/08/2017
2743720;Zuiderveld;Zuiderveld;;5282481;68597;L;LCTY;NL;;1;1681;;;0;;20;Europe/Amsterdam;16/08/2017
2743721;Zuiderveen;Zuiderveen;;5312917;702222;P;PPL;NL;;4;1895;;;0;;-2;Europe/Amsterdam;17/09/2010
2743722;Zuiderveen;Zuiderveen;;5318831;684285;L;LCTY;NL;;4;1952;;;0;;-3;Europe/Amsterdam;20/01/2019
2743723;Zuidervaart;Zuidervaart;;5326393;565938;H;CNL;NL;;2;;;;0;;-1;Europe/Amsterdam;13/08/2009
2743725;Zuidervaart;Zuidervaart;;5270101;57397;H;CNL;NL;;16;;;;0;;-7;Europe/Amsterdam;19/04/2011
2743726;Zuidervaart;Zuidervaart;;5261467;47963;H;CNL;NL;;7;;;;0;;-2;Europe/Amsterdam;13/12/2010
2743727;Zuidertocht;Zuidertocht;;5322928;641161;H;CNL;NL;;4;;;;0;;-3;Europe/Amsterdam;19/04/2011
2743728;Zuidertocht;Zuidertocht;;5260664;4803;H;CNL;NL;;7;;;;0;;-5;Europe/Amsterdam;13/12/2010
2743729;Zuider Stortemelk;Zuider Stortemelk;;5331088;506367;H;CHNM;NL;;2;;;;0;;-9999;Europe/Amsterdam;12/12/2010
2743730;Zuidersluiswatergang;Zuidersluiswatergang;;5145021;361579;H;STMC;NL;;10;;;;0;;-2;Europe/Amsterdam;01/10/2009
2743731;Zuidersche Stukken;Zuidersche Stukken;;5309593;641422;L;LCTY;NL;;1;1699;;;0;;4;Europe/Amsterdam;16/08/2017
2743732;Zuiderrot;Zuiderrot;'t Zuiderrot,Zuiderrot,’t Zuiderrot;5246649;588349;P;PPL;NL;;3;269;;;0;;2;Europe/Amsterdam;17/01/2012
2743733;Zuiderried;Zuiderried;;5326667;625;H;CNL;NL;;4;;;;0;;2;Europe/Amsterdam;08/01/1994
2743734;Zuider Reitdiepspolder;Zuider Reitdiepspolder;;5331396;632825;T;PLDR;NL;;4;;;;0;;-2;Europe/Amsterdam;19/04/2011
2743735;Zuiderpolder;Zuiderpolder;;5315878;553758;T;PLDR;NL;;2;;;;0;;0;Europe/Amsterdam;19/04/2011
2743736;Zuiderplas;Zuiderplas;;5167447;531807;H;LK;NL;;6;;;;0;;1;Europe/Amsterdam;04/01/2008
2743737;Zuiderpark;Zuiderpark;;5205531;428686;L;PRK;NL;;11;518;;;0;;2;Europe/Amsterdam;16/08/2017
2743738;Zuiderpark;Zuiderpark;;5188017;448216;L;PRK;NL;;11;599;;;0;;-1;Europe/Amsterdam;16/08/2017
2743739;Zuiderpark;Zuiderpark;;5218333;598333;P;PPLX;NL;;3;200;;;0;;17;Europe/Amsterdam;13/01/2008
2743740;Zuideropgaande;Zuideropgaande;;526875;655278;P;PPL;NL;;1;118;;;0;;22;Europe/Amsterdam;03/06/2007
2743741;Zuider Olingerpolder;Zuider Olingerpolder;;533;683333;T;PLDR;NL;;4;;;;0;;1;Europe/Amsterdam;08/01/1994
2743742;Zuider-Nieuwlandpolder;Zuider-Nieuwlandpolder;;5163333;393333;T;PLDR;NL;;10;;;;0;;1;Europe/Amsterdam;08/01/1994
2743743;Zuidermieden;Zuidermieden;;5329495;578765;L;LCTY;NL;;2;1970;;;0;;-2;Europe/Amsterdam;20/01/2019
2743744;Zuidermeertocht;Zuidermeertocht;;5262134;570345;H;CNL;NL;;16;;;;0;;-4;Europe/Amsterdam;13/12/2010
2743745;Zuidermeerpolder;Zuidermeerpolder;;5287599;538339;T;PLDR;NL;;2;;;;0;;-2;Europe/Amsterdam;19/04/2011
2743746;Zuidermeer;Zuidermeer;;5266417;498333;P;PPL;NL;;7;1598;;;0;;-4;Europe/Amsterdam;17/10/2017
2743747;Sudermar;Sudermar;Suameerdermeer,Sudermar,Zuidermeer;5318593;602111;H;LK;NL;;2;;;;0;;-4;Europe/Amsterdam;23/10/2008
2743748;Zuidermaden;Zuidermaden;;5316201;647657;L;LCTY;NL;;1;1699;;;0;;-3;Europe/Amsterdam;16/08/2017
2743749;Zuiderlegmeerpolder;Zuiderlegmeerpolder;;5223333;475;T;PLDR;NL;;7;;;;0;;-4;Europe/Amsterdam;08/01/1994
2743750;Zuiderlandpolder;Zuiderlandpolder;;515284;379956;T;PLDR;NL;;10;;;;0;;-1;Europe/Amsterdam;19/04/2011
2743751;Polder Zuiderland;Polder Zuiderland;;5168689;418076;T;PLDR;NL;;11;;;;0;;-1;Europe/Amsterdam;19/04/2011
2743752;Zuiderland;Zuiderland;;5321057;634479;L;LCTY;NL;;4;1969;;;0;;-2;Europe/Amsterdam;20/01/2019
2743753;Zuiderkolonie;Zuiderkolonie;Zuiderkolonie;5303316;693269;P;PPL;NL;;4;765;;;0;;2;Europe/Amsterdam;04/12/2018
2743754;Zuiderhorn;Zuiderhorn;De Zuiderhorn,Zuiderhorn;5336833;658281;L;LCTY;NL;;4;1966;;;0;;-2;Europe/Amsterdam;20/01/2019
2743755;Zuiderhoofddiep;Zuiderhoofddiep;;5293175;685525;H;CNL;NL;;1;;;;0;;4;Europe/Amsterdam;13/12/2010
2743756;Zuiderheide;Zuiderheide;;5308333;61;L;LCTY;NL;;2;90;;;0;;2;Europe/Amsterdam;16/08/2017
2743757;Zuiderheide;Zuiderheide;;5212778;578864;V;HTH;NL;;3;;;;0;;31;Europe/Amsterdam;19/04/2011
2743758;Zuiderhaven;Zuiderhaven;;5292731;504278;H;HBR;NL;;7;;;;0;;0;Europe/Amsterdam;19/04/2011
2743759;Zuiderhaaks;Zuiderhaaks;Bollen van Kijkduin,Zuiderhaaks;529213;462874;H;SHOL;NL;;7;;;;0;;-9999;Europe/Amsterdam;17/01/2012
2743760;Zuidergrie;Zuidergrie;;534307;569852;L;LCTY;NL;;2;60;;;0;;0;Europe/Amsterdam;16/08/2017
2743761;Sudergat;Sudergat;Sudergat,Zuidergat;5318333;603333;H;STM;NL;;2;737;;;0;;-1;Europe/Amsterdam;21/11/2008
2743762;Zuidergat;Zuidergat;;5137001;407475;H;CHNM;NL;;10;;;;0;;-9999;Europe/Amsterdam;19/04/2011
2743763;Zuiderganssloot;Zuiderganssloot;;525022;484756;H;CNL;NL;;7;;;;0;;0;Europe/Amsterdam;19/04/2011
2743764;Zuiderfennenspolder;Zuiderfennenspolder;;5285115;550519;T;PLDR;NL;;2;;;;0;;-1;Europe/Amsterdam;19/04/2011
2743765;Zuideresch;Zuideresch;;5308864;655274;L;LCTY;NL;;1;1730;;;0;;7;Europe/Amsterdam;16/08/2017
2743766;Zuideresch;Zuideresch;;5306487;664095;L;LCTY;NL;;1;1730;;;0;;6;Europe/Amsterdam;16/08/2017
2743767;Zuideresch;Zuideresch;;528763;687208;L;LCTY;NL;;1;1681;;;0;;23;Europe/Amsterdam;16/08/2017
2743768;Suorein;Suorein;Suorein,Zuiderend;5308343;581503;P;PPL;NL;;2;80;;;0;;-2;Europe/Amsterdam;14/06/2015
2743769;Polder Zuider-Eendracht;Polder Zuider-Eendracht;Polder Zuider-Eendracht;5305885;69219;T;PLDR;NL;;4;;;;0;;0;Europe/Amsterdam;09/04/2021
2743770;Suderie;Suderie;;5335368;609827;H;CNL;NL;;2;;;;0;;-3;Europe/Amsterdam;19/08/2009
2743771;Zuiderdwarsplaatsen;Zuiderdwarsplaatsen;;5294262;692415;L;LCTY;NL;;1;1681;;;0;;7;Europe/Amsterdam;16/08/2017
2743772;Zuiderdwarsplaatsen;Zuiderdwarsplaatsen;;5288405;698268;L;LCTY;NL;;1;1681;;;0;;7;Europe/Amsterdam;16/08/2017
2743773;Zuiderdiep;Zuiderdiep;;5179991;412734;H;CNL;NL;;11;;;;0;;-9999;Europe/Amsterdam;10/01/2011
2743774;Zuiderburen;Zuiderburen;Zuidburen;531734;584271;P;PPLL;NL;;2;80;;;5790;;-4;Europe/Amsterdam;14/01/2019
2743775;Zuider Buiten Spaarne;Zuider Buiten Spaarne;Het Zuiderspaarne;523679;463632;H;STMD;NL;;7;;;;0;;3;Europe/Amsterdam;05/03/2009
2743776;Zuiderbuitenkanaal;Zuiderbuitenkanaal;Southern Fairway,Zuiderbuitenkanaal;5246312;457769;H;CHNN;NL;;7;453;;;0;;1;Europe/Amsterdam;14/12/2015
2743777;Zuiderbos;Zuiderbos;Zuiderbos,Zuiderbosch;5232592;575405;V;FRST;NL;;3;;;;0;;36;Europe/Amsterdam;17/01/2012
2743778;Zuiderboerplaatsen;Zuiderboerplaatsen;;5291217;696817;L;LCTY;NL;;1;1681;;;0;;6;Europe/Amsterdam;16/08/2017
2743779;Zuiderblokplaatsen;Zuiderblokplaatsen;;5296478;68777;L;LCTY;NL;;1;1681;;;0;;4;Europe/Amsterdam;16/08/2017
2743780;Zuider Afwateringkanaal;Zuider Afwateringkanaal;;5168333;493333;H;CNL;NL;;6;;;;0;;1;Europe/Amsterdam;08/01/1994
2743781;Zuid-en Noordeinderpolder;Zuid-en Noordeinderpolder;;5211922;471619;T;PLDR;NL;;11;;;;0;;-2;Europe/Amsterdam;19/04/2011
2743782;Zuidend;Zuidend;;53;571667;L;LCTY;NL;;2;1900;;;0;;-2;Europe/Amsterdam;16/08/2017
2743783;Zuidelijk Flevoland;Zuidelijk Flevoland;Zuidelijk Flevoland,Zuiderpolder,Zuidoostpolder;5233333;541667;T;PLDR;NL;;16;;;;0;;-6;Europe/Amsterdam;17/01/2012
2743784;Zuidelijke IJsselmeerpolders;Zuidelijke IJsselmeerpolders;;5238333;538333;A;ADMD;NL;;16;;;;0;;-6;Europe/Amsterdam;28/12/2001
2743785;Zuidelijke Broek;Zuidelijke Broek;;5203077;650978;L;LCTY;NL;;3;1586;;;0;;18;Europe/Amsterdam;16/08/2017
2743786;Zuideinderplas;Zuideinderplas;;521257;477034;H;LK;NL;;11;;;;0;;-2;Europe/Amsterdam;19/04/2011
2743787;Zuideinde;Zuideinde;Giethoorn,Zuid,Zuideinde;5272096;607827;P;PPL;NL;;15;1708;;;0;;1;Europe/Amsterdam;06/04/2014
2743788;Zuideinde;Zuideinde;;5265384;477817;P;PPLX;NL;;7;1980;;;0;;3;Europe/Amsterdam;30/09/2022
2743789;Zuideinde;Zuideinde;;5248167;593056;P;PPL;NL;;15;166;;;0;;1;Europe/Amsterdam;03/06/2007
2743790;Zuideind;Zuideind;;5313333;656667;P;PPLL;NL;;1;1730;;;0;;5;Europe/Amsterdam;03/05/2008
2743791;Zuideind;Zuideind;;5296083;686389;P;PPL;NL;;1;1681;;;0;;5;Europe/Amsterdam;03/06/2007
2743792;Zuid-Eierland;Zuid-Eierland;;531125;481944;P;PPL;NL;;7;448;;;0;;0;Europe/Amsterdam;03/06/2007
2743793;Zuidduinen;Zuidduinen;;528222;469267;T;DUNE;NL;;7;;;;0;;6;Europe/Amsterdam;19/04/2011
2743794;Zuiddorpepolder;Zuiddorpepolder;;5123333;39;T;PLDR;NL;;10;;;;0;;2;Europe/Amsterdam;08/01/1994
2743795;Zuiddorpe;Zuiddorpe;Zuudurpe;51235;390417;P;PPL;NL;;10;715;;;989;;6;Europe/Amsterdam;17/10/2017
2743796;Zuid Carolina;Zuid Carolina;;5169333;573889;P;PPL;NL;;6;1982;;;0;;18;Europe/Amsterdam;30/09/2022
2743797;Zuidbuurt;Zuidbuurt;;5210833;450417;P;PPL;NL;;11;638;;;720;;0;Europe/Amsterdam;24/03/2017
2743798;Zuidbroeksterpolder;Zuidbroeksterpolder;;5296667;576667;T;PLDR;NL;;2;;;;0;;1;Europe/Amsterdam;08/01/1994
2743799;Polder Zuidbroek;Polder Zuidbroek;;5193794;472842;T;PLDR;NL;;11;;;;0;;-2;Europe/Amsterdam;19/04/2011
2743800;Zuidbroek;Zuidbroek;Zuidbreek,Zuidbrock,Zuidbruek;5316333;686111;P;PPL;NL;;4;1952;;;2255;;0;Europe/Amsterdam;20/01/2019
2743801;Zuidbroek;Zuidbroek;;5193583;473194;P;PPL;NL;;11;1931;;;0;;-1;Europe/Amsterdam;25/05/2015
2743802;Verdronkenland van Zuid-Beveland;Verdronkenland van Zuid-Beveland;;5147262;416779;H;FLTT;NL;;10;;;;0;;-9999;Europe/Amsterdam;19/04/2011
2743803;Kanaal door Zuidbeveland;Kanaal door Zuidbeveland;Bevelandsch Kanaal,Hansweert Canal,Kanaal door Zuidbeveland,Zuid Beveland Canal,Zuid Bevelandsch kanaal;5144091;401234;H;CNL;NL;;10;703;;;0;;-9999;Europe/Amsterdam;06/02/2026
2743804;Zuidbeveland;Zuidbeveland;Beveland,South Beveland,Zuidbeveland;5148333;383333;L;AREA;NL;;10;;;;0;;-1;Europe/Amsterdam;17/01/2012
2743805;Zuid-Beveland;Zuid-Beveland;;5141667;415;L;AREA;NL;;10;;;;0;;0;Europe/Amsterdam;08/01/1994
2743807;Zuid-Beijerland;Zuid-Beijerland;Zuidbeierland;5175083;436806;P;PPL;NL;;11;1963;;;2740;;0;Europe/Amsterdam;30/01/2019
2743808;Zuidbargeresch;Zuidbargeresch;;5275;69;L;LCTY;NL;;1;114;;;0;;22;Europe/Amsterdam;16/08/2017
2743809;Zuidbarge;Zuidbarge;;52755;690278;P;PPL;NL;;1;114;;;375;;25;Europe/Amsterdam;24/03/2017
2743810;Zuidakkers;Zuidakkers;;5344647;581375;L;LCTY;NL;;2;60;;;0;;0;Europe/Amsterdam;16/08/2017
2743811;Zouwendijk;Zouwendijk;;519449;499191;P;PPLL;NL;;9;1961;;;0;;0;Europe/Amsterdam;20/01/2019
2743812;Zoutpoel;Zoutpoel;;5303095;577877;H;COVE;NL;;2;;;;0;;-3;Europe/Amsterdam;19/04/2011
2743813;Fort Zoutman;Fort Zoutman;;5145;365;S;FT;NL;;10;;;;0;;1;Europe/Amsterdam;08/01/1994
2743814;Zoutkamperril;Zoutkamperril;;5334456;623064;H;CHNM;NL;;0;;;;0;;-2;Europe/Amsterdam;19/04/2011
2743815;Zoutkamperlag;Zoutkamperlag;Friesche Gat,Friesche Zeegat,Zoutkamperlag;5343022;612778;H;CHNM;NL;;2;;;;0;;-9999;Europe/Amsterdam;17/01/2012
2743816;Zoutkamp;Zoutkamp;Saltkamp,Sâltkamp;5333917;630417;P;PPL;NL;;4;1966;;;1215;;0;Europe/Amsterdam;20/01/2019
2743817;Zouteveen;Zouteveen;;5195167;4325;P;PPL;NL;;11;1842;;;0;;-5;Europe/Amsterdam;03/06/2007
2743818;Zoutepolder;Zoutepolder;;5155546;410944;T;PLDR;NL;;10;;;;0;;-3;Europe/Amsterdam;19/04/2011
2743819;Zoute Polder;Zoute Polder;;5136073;400157;T;PLDR;NL;;10;;;;0;;-2;Europe/Amsterdam;19/04/2011
2743820;Zouten Haard;Zouten Haard;;5173333;38;L;RESN;NL;;10;;;;0;;0;Europe/Amsterdam;08/01/1994
2743821;Bankje van Zoutelande;Bankje van Zoutelande;Bankje van Zoutelande,Zoutelande Bank;5148644;347547;H;SHOL;NL;;10;;;;0;;-9999;Europe/Amsterdam;17/01/2012
